round,class_id,n,acc,bwt,forgetting
1,0,51,0.0,,
1,1,45,1.0,,
1,2,51,0.0,,
1,3,54,0.0,,
1,4,49,0.0,,
1,5,53,0.0,,
1,6,52,0.0,,
1,7,58,0.0,,
1,8,62,0.0,,
2,0,51,0.5490196078431373,0.5490196078431373,0.0
2,1,45,0.17777777777777778,-0.8222222222222222,0.8222222222222222
2,2,51,0.0,0.0,0.0
2,3,54,0.07407407407407407,0.07407407407407407,0.0
2,4,49,0.5918367346938775,0.5918367346938775,0.0
2,5,53,0.0,0.0,0.0
2,6,52,0.0,0.0,0.0
2,7,58,0.0,0.0,0.0
2,8,62,0.0,0.0,0.0
3,0,51,0.4117647058823529,0.4117647058823529,0.13725490196078438
3,1,45,0.35555555555555557,-0.6444444444444444,0.6444444444444444
3,2,51,0.0,0.0,0.0
3,3,54,0.12962962962962962,0.12962962962962962,0.0
3,4,49,0.4489795918367347,0.4489795918367347,0.14285714285714285
3,5,53,0.0,0.0,0.0
3,6,52,0.0,0.0,0.0
3,7,58,0.0,0.0,0.0
3,8,62,0.0,0.0,0.0
4,0,51,0.3333333333333333,0.3333333333333333,0.215686274509804
4,1,45,0.35555555555555557,-0.6444444444444444,0.6444444444444444
4,2,51,0.0,0.0,0.0
4,3,54,0.37037037037037035,0.37037037037037035,0.0
4,4,49,0.22448979591836735,0.22448979591836735,0.36734693877551017
4,5,53,0.11320754716981132,0.11320754716981132,0.0
4,6,52,0.11538461538461539,0.11538461538461539,0.0
4,7,58,0.034482758620689655,0.034482758620689655,0.0
4,8,62,0.1774193548387097,0.1774193548387097,0.0
5,0,51,0.27450980392156865,0.27450980392156865,0.27450980392156865
5,1,45,0.6222222222222222,-0.37777777777777777,0.37777777777777777
5,2,51,0.0,0.0,0.0
5,3,54,0.2777777777777778,0.2777777777777778,0.09259259259259256
5,4,49,0.3673469387755102,0.3673469387755102,0.22448979591836732
5,5,53,0.09433962264150944,0.09433962264150944,0.018867924528301883
5,6,52,0.15384615384615385,0.15384615384615385,0.0
5,7,58,0.034482758620689655,0.034482758620689655,0.0
5,8,62,0.03225806451612903,0.03225806451612903,0.14516129032258066
6,0,51,0.29411764705882354,0.29411764705882354,0.25490196078431376
6,1,45,0.4444444444444444,-0.5555555555555556,0.5555555555555556
6,2,51,0.0,0.0,0.0
6,3,54,0.3888888888888889,0.3888888888888889,0.0
6,4,49,0.42857142857142855,0.42857142857142855,0.163265306122449
6,5,53,0.09433962264150944,0.09433962264150944,0.018867924528301883
6,6,52,0.07692307692307693,0.07692307692307693,0.07692307692307693
6,7,58,0.034482758620689655,0.034482758620689655,0.0
6,8,62,0.12903225806451613,0.12903225806451613,0.04838709677419356
7,0,51,0.29411764705882354,0.29411764705882354,0.25490196078431376
7,1,45,0.4444444444444444,-0.5555555555555556,0.5555555555555556
7,2,51,0.23529411764705882,0.23529411764705882,0.0
7,3,54,0.09259259259259259,0.09259259259259259,0.2962962962962963
7,4,49,0.46938775510204084,0.46938775510204084,0.1224489795918367
7,5,53,0.05660377358490566,0.05660377358490566,0.05660377358490566
7,6,52,0.0,0.0,0.15384615384615385
7,7,58,0.017241379310344827,0.017241379310344827,0.017241379310344827
7,8,62,0.06451612903225806,0.06451612903225806,0.11290322580645162
8,0,51,0.3137254901960784,0.3137254901960784,0.23529411764705888
8,1,45,0.4888888888888889,-0.5111111111111111,0.5111111111111111
8,2,51,0.21568627450980393,0.21568627450980393,0.019607843137254888
